"whiskey_id","category_id","name","score","price_usd","sale_volume","percent_abv"
999,14,"Four Roses 13 year old Barrel Strength 52.1%",92,70,"750",52.1
1000,14,"Old Forester Birthday Bourbon Kentucky Straight (2020 Release) 49%",92,130,"750",49
1001,14,"Four Roses Single Barrel (Barrel #87-6L) 50%",92,40,"750",50
1002,14,"George T. Stagg 70.3%",92,55,"750",70.3
1003,14,"George Dickel Barrel Select 43%",92,40,"750",43
1004,14,"Lost Prophet 22 year old 45%",92,120,"750",45
1005,14,"Buffalo Trace Experimental Collection 12 year old wheated bourbon from floor #9 45%",92,47,"750",45
1006,14,"Bulleit Blenders' Select Kentucky Straight Bourbon (Batch 001) 50%",92,50,"750",50
1007,14,"Four Roses Limited Edition Single Barrel (2013 Release) 60%",92,90,"750",60
1008,14,"Bardstown Bourbon Company Phifer Pavitt Reserve 53.5%",92,125,"750",53.5
1009,14,"Four Roses Small Batch Select Kentucky Straight Bourbon 52%",92,55,"750",52
1010,14,"Kentucky Owl Straight Bourbon (Batch 8) 60.5%",92,300,"750",60.5
1011,14,"Parker’s Heritage Collection 2017 11 year old 66%",92,130,"750",66
1012,14,"Tumblin’ Dice 11 year old Straight Bourbon 50%",92,120,"750",50
1013,14,"Kentucky Peerless Double Oak II Single Barrel Kentucky Straight Bourbon (No. 150718105) 53.95%",92,35,"750",53.95
1014,14,"Pappy Van Winkle 20 year old Family Reserve 45.2%",92,85,"750",45.2
1015,14,"World Whisky Society Reserve Collection 15 year old Kentucky Straight (Batch 257) 56%",92,299,"750",56
1016,14,"Rowan's Creek Batch 03-59 12 year old 50.05%",92,40,"750",50.05
1017,14,"Van Winkle 18 year old Family Reserve 52.6%",92,75,"750",52.6
1018,14,"Vintage Bourbon 17 year old 47%",92,50,"750",47
1019,14,"Belle Meade Cask Strength Reserve (Batch No. 5) 56.8%",92,60,"750",56.8
1020,14,"1792 Bottled in Bond 50%",92,36,"750",50
1021,14,"Blood Oath Pact 3 49.3%",92,100,"750",49.3
1022,14,"Booker’s 2017-01 “Tommy’s Batch” 64.25%",92,70,"750",64.25
1023,14,"Eagle Rare 17 year old (2018 Buffalo Trace Antique Collection) 50.5%",92,99,"750",50.5
1024,14,"Rebel Yell 10 year old (Barrel 5043515) 50%",92,60,"750",50
1025,14,"Barrell Cask-Strength Blend of Straight Bourbons (Batch 023) 53.89%",92,90,"750",53.89
1026,14,"Booker’s 2019-04 “Beaten Biscuits” Kentucky Straight Bourbon 63.05%",92,80,"750",63.05
1027,14,"Four Gate Outer Loop Orbit Orange Curaçao-Gin Cask-Finished Bourbon 60.15%",92,200,"750",60.15
1028,14,"Maker’s Mark Cask Strength Kentucky Straight Bourbon (Batch 19-01) 54.4%",92,50,"750",54.4
1029,14,"New Riff Kentucky Straight Single Barrel Bourbon (No. 15-3150) 56.45%",92,50,"750",56.45
1030,14,"Yellowstone 9 year old Limited Edition Kentucky Straight (2019 Release) 50.5%",92,100,"750",50.5
1031,14,"Bardstown Bourbon Co. Fusion Series Kentucky Straight Bourbon (No. 2) 49.45%",92,60,"750",49.45
1032,14,"Doc Swinson’s 15 year old Exploratory Cask Series Kentucky Straight Bourbon (Barrel No. 18) 59.1%",92,150,"750",59.1
1033,14,"Knob Creek 9 year old Kentucky Straight Bourbon 50%",92,30,"750",50
1034,14,"Old Fitzgerald 9 year old Bottled in Bond Kentucky Straight Bourbon (Spring 2020 Edition) 50%",92,90,"750",50
1035,14,"Sweetens Cove 13 year old Tennessee Straight (Batch 1) 51.09%",92,200,"750",51.09
1036,14,"William Heavenhill 225th Anniversary Edition 63.8%",92,500,"750",63.8
1037,14,"Backbone Bourbon Uncut Straight (Batch 15) 58.3%",92,59,"750",58.3
1038,14,"Booker’s 2017-04 “Sip Awhile” 64.05%",92,73,"750",64.05
1039,14,"Jefferson’s Presidential Select 16 year old Twin Oak 47%",92,200,"750",47
1040,14,"The Ambassador 12 year old Barrel Proof Straight 52.85%",92,130,"750",52.85
1041,14,"Booker’s 2019-01 “Teresa’s Batch” 62.95%",92,80,"750",62.95
1042,14,"Michter’s 10 year old Single Barrel Bourbon (Barrel #18B202) 47.2%",92,120,"750",47.2
1043,14,"Jack Daniel’s 150th Anniversary 50%",92,100,"750",50
1044,14,"Wild Turkey Master’s Keep Revival 50.5%",92,150,"750",50.5
1045,14,"Parker’s Heritage Collection Promise of Hope 10 year old 48%",92,90,"750",48
1046,14,"Heaven Hill 7 year old Bottled in Bond 50%",92,40,"750",50
1047,14,"Buffalo Trace Experimental Collection Wheat 90 45%",92,47,"750",45
1048,14,"Bardstown Bourbon Company Fusion Series #1 49.45%",92,60,"750",49.45
1049,14,"Heaven Hill 13 year old 85th Anniversary Single Barrel Kentucky Straight 53.5%",92,300,"750",53.5
1050,14,"New Riff Maltster Bottled in Bond Kentucky Straight (Wheat Recipe) 50%",92,50,"750",50
1051,14,"Thomas S. Moore Cabernet Sauvignon Cask-Finished 47.65%",92,70,"750",47.65
1052,14,"Booker’s 2018-04 “Kitchen Table” 64%",92,75,"750",64
1053,14,"Remus Repeal Reserve (Series II) 50%",92,85,"750",50
1054,14,"Knob Creek 25th Anniversary Single Barrel 61%",92,130,"750",61
1055,14,"Rebel Yell Single Barrel 10 year old (barrel 5043515) 50%",92,60,"750",50
1056,14,"Bardstown Bourbon Co. The Prisoner Wine-Barrel Finished Bourbon 50%",92,125,"750",50
1057,14,"Lucky Seven 12 year old The Hold Up Kentucky Straight Bourbon (Batch 01) 50%",92,99,"750",50
1058,14,"Barrell 10 year old Cask-Strength Blend of Straight Bourbons (Batch 020) 53.35%",92,90,"750",53.35
1059,14,"Heaven Hill 7 year old Bottled in Bond 50%",92,40,"750",50
1060,14,"Rabbit Hole Heigold Kentucky Straight Bourbon 47.5%",92,70,"750",47.5
1061,14,"Jack Daniel’s Tennessee Tasters’ Selection High Angel’s Share Barrels 53.5%",91,40,"375ml",53.5
1062,14,"Elijah Craig Small Batch Single Barrel Bourbon 10 year old 47%",91,35,"750",47
1063,14,"Four Roses Single Barrel 59.4%",91,61,"750",59.4
1064,14,"Heaven Hill Select Stock Barrel #44823 64%",91,150,"750",64
1065,14,"Blade and Bow 22 year old 46%",91,150,"750",46
1066,14,"Wild Turkey Kentucky Spirit (Barrel #98) 50.5%",91,50,"750",50.5
1067,14,"Wild Turkey Master’s Keep 43.4%",91,150,"750",43.4
1068,14,"Elmer T. Lee Single Barrel 45%",91,25,"750",45
1069,14,"Evan Williams Single Barrel Vintage 2010 43.3%",91,30,"750",43.3
1070,14,"Yellowstone Limited Edition (2018 Release) 50.5%",91,100,"750",50.5
1071,14,"Parker’s Heritage Collection “Blend of Mashbills” 65.8%",91,80,"750",65.8
1072,14,"Early Times Bottled in Bond Kentucky Straight 50%",91,25,"liter",50
1073,14,"Bardstown Bourbon Co. Fusion Series #1 Kentucky Straight Bourbon 49.45%",91,60,"750",49.45
1074,14,"Barrell Cask-Strength Bourbon (Batch 018) 55.78%",91,90,"750",55.78
1075,14,"Barrell Cask-Strength Bourbon (Batch 019) 54.7%",91,90,"750",54.7
1076,14,"Kentucky Owl Confiscated Straight Bourbon 48.2%",91,125,"750",48.2
1077,14,"Michter’s 10 year old Single Barrel Kentucky Straight Bourbon (Barrel No. 19D662) 47.2%",91,130,"750",47.2
1078,14,"James E. Pepper Old Pepper 10 year old Straight Bourbon (Barrel No. L18V) 56.9%",91,120,"750",56.9
1079,14,"Backbone Uncut Decade Down Anniversary 55%",91,76,"750",55
1080,14,"Lucky Seven The Holiday Toast Double Oak Bourbon (Batch 1) 57.5%",91,75,"750",57.5
1081,14,"Old Bones 15 year old Reserve Straight (Batch 1) 53.5%",91,130,"750",53.5
1082,14,"Idle Hands 13 year old Straight Bourbon 48.33%",91,150,"750",48.33
1083,14,"Woodford Reserve Distillery Master's Collection Four Grain 46.2%",91,80,"750",46.2
1084,14,"Buffalo Trace Experimental Collection Cabernet Franc aged after 6 years 14 year old 45%",91,47,"750",45
1085,14,"Barrell Bourbon (Batch 011) 57.4%",91,85,"750",57.4
1086,14,"Four Gate Split Stave by Kelvin Cask-Finished Bourbon 57.8%",91,175,"750",57.8
1087,14,"Buffalo Trace Experimental Collection Rye 115 45%",91,47,"750",45
1088,14,"Buffalo Trace Experimental Collection Rye 125 45%",91,47,"750",45
1089,14,"Blood Oath Pact No. 6 Cognac Barrel-Finished Bourbon 49.3%",91,100,"750",49.3
1090,14,"New Riff Backsetter Peated Backset Bottled in Bond Kentucky Straight Bourbon 50%",91,50,"750",50
1091,14,"Old Dominick Huling Station Very Small Batch Bourbon 50%",91,40,"750",50
1092,14,"Sam Houston 14 year old Kentucky Straight Bourbon (Batch MKT-1) 49%",91,120,"750",49
1093,14,"Booker’s 2016-01 “Bluegrass Batch” 63.95%",91,60,"750",63.95
1094,14,"Colonel E.H. Taylor Jr. Seasoned Wood 50%",91,70,"750",50
1095,14,"Michter’s 10 year old Single Barrel Straight Bourbon (Barrel #16B233) 47.2%",91,120,"750",47.2
1096,14,"Woodford Reserve Frosty Four Wood 45.2%",91,50,"750",45.2
1097,14,"Old Bones 10 year old Reserve 55%",91,110,"750",55
1098,14,"Old Forester 1920 Prohibition Style Whiskey Row Series 57.5%",91,60,"750",57.5
1099,14,"Metze’s Select 46.5%",91,75,"750",46.5
1100,14,"Forged Oak 15 year old 45.25%",91,65,"750",45.25
1101,14,"Old Forester Birthday Bourbon 1997 Vintage 12 year old 47.5%",91,50,"750",47.5
1102,14,"Kirkland 7 year old Tennessee Straight Bourbon (Batch T-1796) 51.5%",91,30,"750",51.5
1103,14,"Peg Leg Porker 12 year old Tennessee Straight Bourbon 46.35%",91,85,"750",46.35
1104,14,"W.B. Saffell Kentucky Straight 53.5%",91,50,"375ml.",53.5
1105,14,"Bulleit 10 year old 45.6%",91,40,"750",45.6
1106,14,"Old Forester The President’s Choice (Barrel No. 1) 55.5%",91,90,"750",55.5
1107,14,"Old Forester Birthday Bourbon (2013 Edition) 12 year old 49%",91,55,"750",49
1108,14,"Jack Daniel’s Sinatra Century 50%",91,500,"750",50
1109,14,"Buffalo Trace Old Fashioned Sour Mash (125 Entry Proof) 45%",91,47,"750",45
1110,14,"George Dickel Barrel Select Tennessee Whiskey 43%",91,46,"750",43
1111,14,"William Larue Weller 70.1%",91,80,"750",70.1
1112,14,"Eagle Rare 17 year old 45%",91,80,"750",45
1113,14,"Calumet Farm 14 year old Single Rack Black Kentucky Straight 48.1%",91,120,"750",48.1
1114,14,"Parker’s Heritage Collection Barrel Finished 10 year old 50%",91,80,"750",50
1115,14,"Wheel Horse Straight (Batch 1) 50.5%",91,28,"750",50.5
1116,14,"Widow Jane 10 year old Decadence (Batch 2) 45.5%",91,80,"750",45.5
1117,14,"Woodford Reserve Master’s Collection Very Fine Rare Kentucky Straight 45.2%",91,130,"750",45.2
1118,14,"Chicken Cock Double Barrel 10 year old 52%",91,250,"750",52
1119,14,"Orphan Barrel Rhetoric 25 year old 45.5%",91,140,"750",45.5
1120,14,"Angel’s Envy Cask Strength (2018 Release) 62%",91,200,"750",62
1121,14,"Belfour Spirits Texas Pecan Wood-Finished Bourbon 46%",91,89,"750",46
1122,14,"The Justice 14 year old Barrel-Proof Straight Bourbon 47.1%",91,99,"750",47.1
1123,14,"Distillery 291 Aspen Stave-Finished Barrel-Proof Bourbon (Barrel #383) 64.8%",91,200,"750",64.8
1124,14,"W.L. Weller 12 year old Straight Bourbon 45%",91,37,"750",45
1125,14,"Mic Drop 4 year old Straight (Batch #L19-01) 56.1%",91,65,"750",56.1
1126,14,"Four Roses Limited Edition Single Barrel Elliott’s Select (2016 Release) 58.4%",90,125,"750",58.4
1127,14,"Orphan Barrel Rhetoric 22 year old 45.2%",90,110,"750",45.2
1128,14,"Elmer T. Lee Single Barrel (90th Birthday Edition) 45%",90,30,"750",45
1129,14,"Clyde May’s Cask Strength 8 year old 58.5%",90,90,"750",58.5
1130,14,"Michter’s 20 year old Bourbon 2016 57.1%",90,600,"750",57.1
1131,14,"Russell’s Reserve 2003 16 year old Kentucky Straight 44.75%",90,250,"750",44.75
1132,14,"Buffalo Trace 45%",90,25,"750",45
1133,14,"George Dickel Distillery Reserve 17 year old 43.5%",90,75,"750",43.5
1134,14,"Jack Daniel’s Tennessee Taster’s Barrel Reunion #2 Oatmeal Stout Barrel-Finished Tennessee Whiskey (Selection No. 005) 46%",90,40,"375 ml",46
1135,14,"Classic Cask 13 year old 1991 Vintage Batch GL-109 45.4%",90,60,"750",45.4
1136,14,"Delilah's '13' Bourbon 13 year old Batch #1 50%",90,75,"750",50
1137,14,"George T. Stagg 70.9%",90,65,"750",70.9
1138,14,"Knob Creek 50%",90,32,"750",50
1139,14,"Angel’s Envy Cask Strength (2015 Release) 63.95%",90,170,"750",63.95
1140,14,"Old Beezer (Batch No. 1) 10 year old 45%",90,52,"750",45
1141,14,"Buffalo Trace Experimental Collection 12 year old bourbon from floor #5 45%",90,47,"750",45
1142,14,"Abraham Bowman Pioneer Spirit Virginia Whiskey (distilled 1993 bottled 2011) 69.3%",90,70,"750",69.3
1143,14,"Evan Williams Single Barrel 1997 Vintage 43.3%",90,26,"750",43.3
1144,14,"1792 Small Batch 46.85%",90,30,"750",46.85
1145,14,"Barrell Cask-Strength Bourbon (Batch 015) 53.8%",90,90,"750",53.8
1146,14,"Heaven Hill 27 year old Barrel Proof 47.35%",90,400,"750",47.35
1147,14,"Old Fitzgerald 9 year old Bottled in Bond (Fall 2018 Release) 50%",90,90,"750",50
1148,14,"Parker’s Heritage Collection 2018 Orange Curaçao Finished 55%",90,90,"750",55
1149,14,"Four Roses 12 year old Limited Edition Single Barrel (2011 Release) 50.9%",90,90,"750",50.9
1150,14,"Buffalo Trace Experimental Collection 12 year old wheated bourbon from floor #1 45%",90,47,"750",45
1151,14,"Buffalo Trace Experimental Collection “Rediscovered Barrels” 1993 vintage 17 year old 45%",90,47,"750",45
1152,14,"Elmer T. Lee Single Barrel 45%",90,30,"750",45
1153,14,"Angel’s Envy Cask Strength (2017 Release) 62.25%",90,200,"750",62.25
1154,14,"Evan Williams Single Barrel 2007 Vintage (Barrel No. 724) 43.3%",90,30,"750",43.3
1155,14,"Doc Swinson’s Cabernet Sauvignon Cask-Finished Bourbon 46.2%",90,50,"750",46.2
1156,14,"Distillery 291 E Cherry and Peach Wine-Barrel Finished Bourbon (Batch 6) 61.3% ",90,115,"750",61.3
1157,14,"Jefferson’s Groth Reserve Cask-Finished Bourbon 45.1%",90,70,"750",45.1
1158,14,"Kentucky Peerless Straight Bourbon 54.9%",90,70,"750",54.9
1159,14,"Widow Jane 10 year old Blend of Straight Bourbons (Batch #137) 45.5%",90,70,"750",45.5
1160,14,"Reservoir Maison de Cuivre Wine Cask-Finished Bourbon 50%",90,135,"750",50
1161,14,"Buffalo Trace 15 Minute Infrared Light Wave Barrels 45%",90,47,"750",45
1162,14,"Black Button Distilling Cask Strength Straight (Batch 4) 55.1%",90,75,"750",55.1
1163,14,"Starlight Distillery Carl T. Huber’s Bottled in Bond Indiana Straight (Barrel No. 16238) 50%",90,60,"750",50
1164,14,"Starlight Distillery Carl T. Huber’s Limited Release Double Oak Finished Straight (Batch DB003) 48%",90,60,"750",48
1165,14,"Fugitives Tennessee Artisan Spirits Tennessee Waltz Straight 47%",90,59,"750",47
1166,14,"Hudson Bright Lights Big Bourbon New York Straight 46%",90,40,"750",46
1167,14,"Colonel E.H. Taylor Jr. Four Grain 50%",90,70,"750",50
1168,14,"Doc 52 Straight Bourbon Whiskey 55%",90,50,"750",55
1169,14,"Knob Creek 25th Anniversary Single Barrel (barreled 2/11/2004) 60.9%",90,130,"750",60.9
1170,14,"High West A Midwinter Night’s Dram (Act 1) 49.3%",90,80,"750",49.3
1171,14,"W.L. Weller C.Y.P.B. Kentucky Straight Bourbon 47.5%",90,40,"750",47.5
1172,14,"Widow Jane 14 year old The Vaults Blend of Straight Bourbons (Batch 1) 49.5%",90,150,"750",49.5
1173,14,"Colonel E.H. Taylor Jr. Small Batch Bourbon 50%",90,40,"750",50
1174,14,"Barterhouse 20 year old 45.1%",90,75,"750",45.1
1175,14,"Colonel E.H. Taylor Jr. Warehouse C Tornado Surviving 50%",90,70,"750",50
1176,14,"Blue Note 9 year old Straight Bourbon 46.5%",90,53,"750",46.5
1177,14,"Booker’s 2020-02 “Boston Batch” Kentucky Straight Bourbon 63.25%",90,90,"750",63.25
1178,14,"Doc Swinson’s 13 year old Flagship Series Sherry Cask-Finished Bourbon (Barrel No. 005) 45%",90,50,"750",45
1179,14,"Hirsch The Horizon Straight Bourbon (Batch AHH0320) 46%",90,40,"750",46
1180,14,"Henry McKenna Single Barrel Bottled in Bond 10 year old 50%",90,33,"750",50
1181,14,"1792 Bottled in Bond 50%",90,36,"750",50
1182,14,"Barrell 13 year old Bourbon (Batch 009) 56.05%",90,85,"750",56.05
1183,14,"Blade and Bow 22 year old 2017 Release 46%",90,200,"750",46
1184,14,"Old Forester Birthday Bourbon 2016 48.5%",90,80,"750",48.5
1185,14,"Abraham Bowman High Rye Bourbon 50%",90,70,"750",50
1186,14,"Yellowstone Limited Edition 52.5%",90,105,"750",52.5
1187,14,"Colonel E.H. Taylor Jr. Cured Oak 50%",90,70,"750",50
1188,14,"Henry McKenna Single Barrel 10 year old (cask #4535811) 50%",90,32,"750",50
1189,14,"Driftless Glen Bourbon 48%",90,46,"750",48
1190,14,"Peg Leg Porker 8 year old Tennessee Straight Bourbon 45%",90,45,"750",45
1191,14,"Larceny 46%",90,25,"750",46
1192,14,"Jack Daniel’s Single Barrel (Barrel #15-4956) 65.85%",90,65,"750",65.85
1193,14,"Elijah Craig 23 year old (Barrel No. 26) 45%",90,200,"750",45
1194,14,"Tommyrotter Cider Cask Finished Tennessee Straight Whiskey 47.5%",90,60,"750",47.5
1195,14,"New Riff Maltster Bottled in Bond Kentucky Straight (Rye Recipe) 50%",90,50,"750",50
1196,14,"New Riff Winter Whiskey Bottled in Bond Kentucky Straight (2020 Release) 50%",90,50,"750",50
1197,14,"Jack Daniel’s Tennessee Tasters’ Selection Toasted Jamaica Allspice Wood-Finished 50%",90,40,"375 ml",50
1198,14,"Barrell Cask-Strength Bourbon (Batch 017) 56.25%",90,90,"750",56.25
1199,14,"Elijah Craig Barrel Proof (Batch B517) 62.1%",90,60,"750",62.1
1200,14,"Barrell 15 year old Cask-Strength Bourbon 52.55%",90,250,"750",52.55
1201,14,"Four Roses Limited Edition Single Barrel (2009 Release) 58%",90,80,"750",58
1202,14,"Wild Turkey Rare Breed 58.4%",90,45,"750",58.4
1203,14,"Angel's Envy Rye 50%",90,70,"750",50
1204,14,"Willett Single Barrel Cask No. 2504 9 year old 56.6%",90,65,"750",56.6
1205,14,"Chambers Bay 5 year old Captain’s Reserve Bottled in Bond Straight Bourbon (Release 1 No. 45) 50%",90,55,"750",50
1206,14,"Lucky Seven 6 year old The Jokester Kentucky Straight Bourbon (Batch 01) 47.5%",90,55,"750",47.5
1207,14,"Penelope Barrel Strength Four Grain Straight Bourbon (Batch 4) 58.3%",90,60,"750",58.3
1208,14,"1792 12 year old Small Batch Kentucky Straight Bourbon 48.3%",90,50,"750",48.3
1209,14,"Bedtime 8 year old Straight Bourbon (Batch #3) 45%",90,69,"750",45
1210,14,"Knob Creek Quarter Oak Kentucky Straight Bourbon 50%",90,50,"750",50
1211,14,"Remus Repeal Reserve Straight Bourbon (Series III) 50%",90,85,"750",50
1212,14,"Abraham Bowman Gingerbread Beer Finished Bourbon 7 year old 45%",90,70,"750",45
1213,14,"Abraham Bowman Port Finished Bourbon 12 year old 50%",89,70,"750",50
1214,14,"Tumblin’ Dice Straight Bourbon 50%",89,45,"750",50
1215,14,"Jack Daniel’s Tennessee Tasters’ Selection Hickory Smoked 50%",89,40,"375ml",50
1216,14,"Bulleit Barrel Strength 59.7%",89,50,"750",59.7
1217,14,"Wild Turkey Kentucky Spirit 50.5%",89,54,"750",50.5
1218,14,"Wild Turkey Diamond 45.5%",89,125,"750",45.5
1219,14,"Maker’s Mark 45%",89,25,"750",45
1220,14,"John J. Bowman Single Barrel 50%",89,50,"750",50
1221,14,"Woodford Reserve Distiller's Select 45.2%",89,35,"750",45.2
1222,14,"Evan Williams Single Barrel 2002 Vintage 43.3%",89,26,"750",43.3
1223,14,"Firestone & Robertson TX Tawny Port Cask-Finished Texas Bourbon 50.8%",89,65,"750",50.8
1224,14,"Evan Williams Single Barrel 1992 Vintage (Barrel #1) 45%",89,25,"750",45
1225,14,"Evan Williams Single Barrel 1994 Vintage (Barrel #1) 43.3% ABV",89,25,"750",43.3
1226,14,"Blood Oath Pact 4 49.3%",89,100,"750",49.3
1227,14,"Redemption Wheated Bourbon 48%",89,46,"750",48
1228,14,"Woodford Reserve Double Double Oaked 45.2%",89,50,"375ml.",45.2
1229,14,"Woodford Reserve 2017 Master’s Collection Cherry Wood Smoked Barley 45.2%",89,100,"750",45.2
1230,14,"Puncher’s Chance Kentucky Straight 45%",89,35,"750",45
1231,14,"KO Distiller’s Reserve Bottled in Bond (Barrel No. 16-090) 50%",89,70,"750",50
1232,14,"Wild Turkey Wild Turkey 'Tradition' 14 year old 50.5%",89,100,"750",50.5
1233,14,"Noah's Mill 15 year old Batch 442 57.15%",89,50,"750",57.15
1234,14,"Buffalo Trace Experimental Collection “Rediscovered Barrels” 1989 vintage 21 year old 45%",89,47,"750",45
1235,14,"Old Forester Birthday Bourbon Fall 1990 44.5%",89,38,"750",44.5
1236,14,"Booker’s (Batch No. C06-B-15) 64.45%",89,50,"750",64.45
1237,14,"Elijah Craig Barrel Proof 12 year old 67.1%",89,40,"750",67.1
1238,14," Eagle Rare 17 year old (2017 Buffalo Trace Antique Collection) 45%",89,90,"750",45
1239,14,"Old Forester Birthday Bourbon 2017 48%",89,80,"750",48
1240,14,"Buffalo Trace 30 Minute Infrared Light Wave Barrels 45%",89,47,"750",45
1241,14,"Sam Houston Batch #1 10 year old 45%",89,28,"750",45
1242,14,"Still Austin The Musician Straight 49.2%",89,45,"750",49.2
1243,14,"William Larue Weller 12 year old 61%",89,48,"750",61
1244,14,"Wild Turkey Russell's Reserve 10 year old 50.5%",89,25,"750",50.5
1245,14,"W. L. Weller 12 year old 45%",89,22,"750",45
1246,14,"Backbone Prime Blended (Batch 4) 52%",89,35,"750",52
1247,14,"Boone County Distilling Eighteen 33 10 year old 45.4%",89,53,"750",45.4
1248,14,"Jim Beam Single Barrel 47.5%",89,35,"750",47.5
1249,14,"Chattanooga 111 Proof Straight (Batch 19G19R) 55%",89,45,"750",55
1250,14,"Angel’s Envy Cask Strength (2012 Release) 61.85%",89,150,"750",61.85
1251,14,"Russell’s Reserve Small Batch Single Barrel 55%",89,50,"750",55
1252,14,"Four Roses Limited Edition Small Batch 55.05%",89,75,"750",55.05
1253,14,"Four Roses Mariage Collection (2008 Release) 55.7%",89,70,"750",55.7
1254,14,"Daviess County Kentucky Straight Bourbon 48%",89,40,"750",48
1255,14,"Daviess County Cabernet Sauvignon Cask-Finished Bourbon 48%",89,45,"750",48
1256,14,"Daviess County French Oak Cask-Finished Bourbon 48%",89,45,"750",48
1257,14,"Widow Jane 13 year old Lucky Thirteen Straight Bourbon (Barrel No. 2007) 49.5%",89,90,"750",49.5
1258,14,"Widow Jane 13 year old Lucky Thirteen Straight Bourbon (Barrel No. 2010) 48.5%",89,90,"750",48.5
1259,14,"Barrell New Year 2018 Limited Edition 55.6%",89,90,"750",55.6
1260,14,"Jack Daniel’s Tennessee Tasters’ Selection Barrel Reunion #1 45%",89,40,"375 ml.",45
1261,14,"Rebel Yell Single Barrel 10 year old (barrel 4744359) 50%",89,50,"750",50
1262,14,"Jim Beam Signature Craft High Rye 45%",89,50,"750",45
1263,14,"Heaven’s Door 45%",89,50,"750",45
1264,14,"Eagle Rare 17 year old 45%",89,80,"750",45
1265,14,"Buffalo Trace Old Fashioned Sour Mash (105 Entry Proof) 45%",89,47,"750",45
1266,14,"Buffalo Trace Experimental Collection Wheat 115 45%",89,47,"750",45
1267,14,"Angel’s Envy Cask Strength (2014 Release) 59.65%",89,170,"750",59.65
1268,14,"Yellowstone Limited Edition Armagnac Cask-Finished (2020 Release) 50.5%",89,100,"750",50.5
1269,14,"Barrell Cask-Strength Blend of Straight Bourbons (Batch 016) 52.9%",89,90,"750",52.9
1270,14,"1792 225th Anniversary 46.075%",89,36,"750",46.075
1271,14,"Basil Hayden’s 10 year old 40%",89,60,"750",40
1272,14,"Evan Williams Single Barrel 2001 Vintage (Barrel #1) 43.3%",89,26,"750",43.3
1273,14,"Heaven’s Door 10 year old Tennessee Bourbon 50%",89,130,"750",50
1274,14,"Lone Whisker 12 year old 46.9%",89,150,"750",46.9
1275,14,"Colonel E.H. Taylor Jr. Barrel Proof 67.25%",89,70,"750",67.25
1276,14,"Redemption High Rye Straight Bourbon (Batch 122) 46%",89,30,"750",46
1277,14,"Milam & Greene Triple Cask Blend of Straight Bourbons 47%",89,43,"750",47
1278,14,"Rabbit Hole Cavehill Kentucky Straight Bourbon 47.5%",89,60,"750",47.5
1279,14,"Chattanooga 91 Proof Straight Bourbon (Batch 19F17R) 45.5%",88,35,"750",45.5
1280,14,"Redwood Empire Pipe Dream Bourbon 45%",88,45,"750",45
1281,14,"Buffalo Trace Experimental Collection Standard Stave Drying Time 45%",88,47,"750",45
1282,14,"Blood Oath Pact No. 2  49.3%",88,100,"750",49.3
1283,14,"Uncle Nearest 1884 Small Batch Tennessee Whiskey 46.5%",88,50,"750",46.5
1284,14,"Eagle Rare 17 year old (Fall 2006 release) 45%",88,55,"750",45
1285,14,"1792 Sweet Wheat Bourbon 45.6%",88,33,"750",45.6
1286,14,"Russell’s Reserve 10 year old 45%",88,37,"750",45
1287,14,"Buffalo Trace Experimental Collection 12 year old bourbon from floor #1 45%",88,47,"750",45
1288,14,"Johnny Drum Private Stock 50.5%",88,30,"750",50.5
1289,14,"Buffalo Trace French Oak Barrel Aged 45%",88,47,"750",45
1290,14,"Woodford Reserve Master’s Collection “New Cask” 46.2%",88,100,"750",46.2
1291,14,"Four Roses Single Barrel (Barrel #19-6J) 50%",88,32,"750",50
1292,14,"Buffalo Trace 45%",88,25,"750",45
1293,14,"Elijah Craig Toasted Barrel Kentucky Straight 47%",88,50,"750",47
1294,14,"Woodford Reserve Master's Collection 'Seasoned Oak Finish' 50.2%",88,90,"750",45
1295,14,"Koval Single Barrel (No. ZT3W42) 47%",88,50,"750",47
1296,14,"Skunk Brothers Smoke Jumper 45%",88,40,"750",45
1297,14,"Buffalo Trace Experimental Collection 'Double Barreled' 1997 Vintage 45%",88,47,"750",45
1298,14,"Jack Daniel’s Bottled in Bond 50%",88,38,"750",50
1299,14,"Giant French Oak Barrel 19 year old 45%",88,47,"750",45
1300,14,"Colonel E.H. Taylor Jr. Old Fashioned Sour Mash 50%",88,70,"750",50
1301,14,"Nelson’s Green Brier Sour Mash 45.5%",88,30,"750",45.5
1302,14,"Buffalo Trace Experimental Collection “Rediscovered Barrels” 1991 vintage 19 year old 45%",88,47,"750",45
1430,14,"Noah's Mill 57.15%",86,50,"750",57.15
1303,14,"Old Forester Birthday Bourbon 13 year old 1993 Vintage 48%",88,35,"750",48
1304,14,"Jim Beam Distiller’s Masterpiece Sherry Cask Finished 50%",88,200,"750",50
1305,14,"Jim Beam Signature Craft 12 year old 43%",88,40,"750",43
1306,14,"Beacon Small Batch 50%",88,52,"750",50
1307,14,"Black Button Distilling Distiller’s Select Single Barrel Straight (No. 724) 45%",88,60,"750",45
1308,14,"Ridgemont Reserve 8 year old 46.85%",88,30,"750",46.85
1309,14,"Jefferson’s Reserve Single Barrel Kentucky Straight 50%",88,55,"750",50
1310,14,"Watershed Distillery Barrel-Strength Apple Brandy Barrel-Finished (Batch 001) 59.65%",88,70,"750",59.65
